station,valid,lon,lat,tmpf,relh,sped,p01m,vsby
NYC,2019-01-03 08:15,-73.9693,40.7790,43.00,null,null,0.00,10.00
NYC,2019-01-03 08:51,-73.9693,40.7790,43.00,null,null,0.00,10.00
NYC,2019-01-03 09:22,-73.9693,40.7790,42.10,null,null,0.00,10.00
NYC,2019-01-03 09:51,-73.9693,40.7790,43.00,null,null,0.00,10.00
NYC,2019-01-03 10:51,-73.9693,40.7790,43.00,null,null,0.00,10.00
NYC,2019-01-03 11:18,-73.9693,40.7790,43.00,null,null,0.00,10.00
NYC,2019-01-03 11:36,-73.9693,40.7790,44.10,null,null,0.00,10.00
NYC,2019-01-03 11:51,-73.9693,40.7790,42.10,null,null,0.00,10.00
NYC,2019-01-03 12:51,-73.9693,40.7790,43.00,null,null,0.00,10.00
NYC,2019-01-03 13:51,-73.9693,40.7790,43.00,null,null,0.00,8.00
NYC,2019-01-03 14:51,-73.9693,40.7790,42.10,null,null,0.00,10.00
NYC,2019-01-03 15:51,-73.9693,40.7790,41.00,null,null,0.00,10.00
NYC,2019-01-03 16:51,-73.9693,40.7790,39.00,null,null,0.00,10.00
NYC,2019-01-03 17:51,-73.9693,40.7790,39.00,null,null,0.00,10.00
NYC,2019-01-03 18:51,-73.9693,40.7790,39.00,null,null,0.00,10.00
NYC,2019-01-03 19:51,-73.9693,40.7790,39.00,null,null,0.00,10.00
NYC,2019-01-03 20:51,-73.9693,40.7790,39.00,null,null,0.00,10.00
NYC,2019-01-03 21:51,-73.9693,40.7790,37.90,null,null,0.00,10.00
NYC,2019-01-03 22:51,-73.9693,40.7790,37.90,null,null,0.00,10.00
NYC,2019-01-03 23:51,-73.9693,40.7790,37.90,null,null,0.00,10.00
NYC,2019-01-04 00:51,-73.9693,40.7790,37.00,null,null,0.00,10.00
NYC,2019-01-04 01:51,-73.9693,40.7790,37.00,null,null,0.00,10.00
NYC,2019-01-04 02:51,-73.9693,40.7790,36.00,null,null,0.00,10.00
NYC,2019-01-04 03:51,-73.9693,40.7790,36.00,null,null,0.00,10.00
NYC,2019-01-04 04:51,-73.9693,40.7790,36.00,null,null,0.00,10.00
NYC,2019-01-04 05:51,-73.9693,40.7790,36.00,null,null,0.00,10.00
NYC,2019-01-04 06:51,-73.9693,40.7790,36.00,null,null,0.00,10.00
NYC,2019-01-04 07:51,-73.9693,40.7790,36.00,null,null,0.00,10.00
NYC,2019-01-04 08:51,-73.9693,40.7790,36.00,null,null,0.00,10.00
NYC,2019-01-04 09:51,-73.9693,40.7790,37.90,null,null,0.00,9.00
NYC,2019-01-04 10:51,-73.9693,40.7790,39.90,null,null,0.00,9.00
NYC,2019-01-04 11:51,-73.9693,40.7790,42.10,null,null,0.00,10.00
NYC,2019-01-04 12:51,-73.9693,40.7790,44.10,null,null,0.00,10.00
NYC,2019-01-04 13:51,-73.9693,40.7790,45.00,null,null,0.00,10.00
NYC,2019-01-04 14:51,-73.9693,40.7790,46.00,null,null,0.00,10.00
NYC,2019-01-04 15:51,-73.9693,40.7790,46.00,null,null,0.00,10.00
NYC,2019-01-04 16:51,-73.9693,40.7790,45.00,null,null,0.00,10.00
NYC,2019-01-04 17:51,-73.9693,40.7790,45.00,null,null,0.00,10.00
NYC,2019-01-04 18:51,-73.9693,40.7790,45.00,null,null,0.00,10.00
NYC,2019-01-04 19:51,-73.9693,40.7790,45.00,null,null,0.00,10.00
NYC,2019-01-04 20:51,-73.9693,40.7790,45.00,null,null,0.00,10.00
NYC,2019-01-04 21:51,-73.9693,40.7790,46.00,null,null,0.00,10.00
NYC,2019-01-04 22:51,-73.9693,40.7790,46.00,null,null,0.00,10.00
NYC,2019-01-04 23:04,-73.9693,40.7790,46.00,null,null,0.00,10.00
NYC,2019-01-04 23:20,-73.9693,40.7790,46.00,null,null,0.00,10.00
NYC,2019-01-04 23:51,-73.9693,40.7790,46.90,null,null,0.00,10.00
NYC,2019-01-05 00:51,-73.9693,40.7790,44.10,null,null,0.25,6.00
NYC,2019-01-05 01:16,-73.9693,40.7790,44.10,null,null,0.51,4.00
NYC,2019-01-05 01:34,-73.9693,40.7790,44.10,null,null,0.76,5.00
NYC,2019-01-05 01:46,-73.9693,40.7790,44.60,null,null,0.76,2.50
NYC,2019-01-05 01:51,-73.9693,40.7790,43.00,null,null,1.02,2.50
NYC,2019-01-05 01:58,-73.9693,40.7790,43.00,null,null,0.25,2.00
NYC,2019-01-05 02:05,-73.9693,40.7790,43.00,null,null,0.76,2.50
NYC,2019-01-05 02:20,-73.9693,40.7790,43.00,null,null,1.27,3.00
NYC,2019-01-05 02:22,-73.9693,40.7790,43.00,null,null,1.27,3.00
NYC,2019-01-05 02:27,-73.9693,40.7790,43.00,null,null,1.52,1.75
NYC,2019-01-05 02:38,-73.9693,40.7790,43.00,null,null,2.29,3.00
NYC,2019-01-05 02:51,-73.9693,40.7790,43.00,null,null,2.54,2.50
NYC,2019-01-05 03:43,-73.9693,40.7790,43.00,null,null,0.25,2.50
NYC,2019-01-05 03:51,-73.9693,40.7790,43.00,null,null,0.25,2.00
NYC,2019-01-05 04:04,-73.9693,40.7790,43.00,null,null,0.76,1.00
NYC,2019-01-05 04:30,-73.9693,40.7790,43.00,null,null,1.52,3.00
NYC,2019-01-05 04:51,-73.9693,40.7790,43.00,null,null,1.52,5.00
NYC,2019-01-05 05:51,-73.9693,40.7790,43.00,null,null,0.00,3.00
NYC,2019-01-05 06:06,-73.9693,40.7790,43.00,null,null,0.00,2.50
NYC,2019-01-05 06:13,-73.9693,40.7790,43.00,null,null,0.00,3.00
NYC,2019-01-05 06:31,-73.9693,40.7790,43.00,null,null,0.00,2.50
NYC,2019-01-05 06:44,-73.9693,40.7790,43.00,null,null,0.00,3.00
NYC,2019-01-05 06:51,-73.9693,40.7790,43.00,null,null,0.00,3.00
NYC,2019-01-05 07:51,-73.9693,40.7790,43.00,null,null,0.00,2.50
NYC,2019-01-05 07:59,-73.9693,40.7790,43.00,null,null,T,3.00
NYC,2019-01-05 08:39,-73.9693,40.7790,44.10,null,null,0.25,1.75
NYC,2019-01-05 08:51,-73.9693,40.7790,44.10,null,null,0.76,2.00
NYC,2019-01-05 09:08,-73.9693,40.7790,44.10,null,null,0.51,5.00
NYC,2019-01-05 09:40,-73.9693,40.7790,44.10,null,null,0.76,2.50
NYC,2019-01-05 09:48,-73.9693,40.7790,44.60,null,null,0.76,4.00
NYC,2019-01-05 09:51,-73.9693,40.7790,44.10,null,null,0.76,5.00
NYC,2019-01-05 10:51,-73.9693,40.7790,45.00,null,null,0.25,4.00
NYC,2019-01-05 10:56,-73.9693,40.7790,45.00,null,null,0.25,1.75
NYC,2019-01-05 11:06,-73.9693,40.7790,45.00,null,null,0.51,3.00
NYC,2019-01-05 11:18,-73.9693,40.7790,45.00,null,null,0.76,2.50
NYC,2019-01-05 11:27,-73.9693,40.7790,45.00,null,null,0.76,5.00
NYC,2019-01-05 11:35,-73.9693,40.7790,45.00,null,null,1.02,1.75
NYC,2019-01-05 11:51,-73.9693,40.7790,45.00,null,null,2.03,1.75
NYC,2019-01-05 11:58,-73.9693,40.7790,45.00,null,null,0.25,2.50
NYC,2019-01-05 12:08,-73.9693,40.7790,44.10,null,null,0.25,3.00
NYC,2019-01-05 12:51,-73.9693,40.7790,44.10,null,null,0.51,6.00
NYC,2019-01-05 13:51,-73.9693,40.7790,44.10,null,null,0.25,4.00
NYC,2019-01-05 14:29,-73.9693,40.7790,45.00,null,null,0.00,10.00
NYC,2019-01-05 14:51,-73.9693,40.7790,45.00,null,null,T,6.00
NYC,2019-01-05 15:17,-73.9693,40.7790,44.10,null,null,0.76,3.00
NYC,2019-01-05 15:27,-73.9693,40.7790,44.10,null,null,1.27,2.50
NYC,2019-01-05 15:35,-73.9693,40.7790,44.10,null,null,1.27,6.00
NYC,2019-01-05 15:51,-73.9693,40.7790,44.10,null,null,1.27,10.00
NYC,2019-01-05 16:04,-73.9693,40.7790,44.10,null,null,0.25,2.50
NYC,2019-01-05 16:14,-73.9693,40.7790,45.00,null,null,0.25,2.00
NYC,2019-01-05 16:32,-73.9693,40.7790,44.10,null,null,0.51,3.00
NYC,2019-01-05 16:47,-73.9693,40.7790,42.80,null,null,0.51,4.00
NYC,2019-01-05 16:51,-73.9693,40.7790,43.00,null,null,0.51,4.00
NYC,2019-01-05 16:59,-73.9693,40.7790,43.00,null,null,T,2.50
NYC,2019-01-05 17:10,-73.9693,40.7790,43.00,null,null,0.25,3.00
NYC,2019-01-05 17:19,-73.9693,40.7790,43.00,null,null,0.51,5.00
NYC,2019-01-05 17:33,-73.9693,40.7790,43.00,null,null,0.51,7.00
NYC,2019-01-05 17:49,-73.9693,40.7790,44.60,null,null,0.51,10.00
NYC,2019-01-05 17:51,-73.9693,40.7790,43.00,null,null,0.51,10.00
NYC,2019-01-05 18:09,-73.9693,40.7790,44.10,null,null,0.00,10.00
NYC,2019-01-05 18:21,-73.9693,40.7790,44.10,null,null,0.00,8.00
NYC,2019-01-05 18:44,-73.9693,40.7790,44.10,null,null,0.25,8.00
NYC,2019-01-05 18:51,-73.9693,40.7790,44.10,null,null,0.25,9.00
NYC,2019-01-05 19:51,-73.9693,40.7790,44.10,null,null,0.00,10.00
NYC,2019-01-05 20:51,-73.9693,40.7790,43.00,null,null,0.00,10.00
NYC,2019-01-05 21:51,-73.9693,40.7790,44.10,null,null,0.00,10.00
NYC,2019-01-05 22:51,-73.9693,40.7790,43.00,null,null,0.00,10.00
NYC,2019-01-05 23:51,-73.9693,40.7790,41.00,null,null,0.00,10.00
NYC,2019-01-06 00:51,-73.9693,40.7790,39.90,null,null,0.00,10.00
NYC,2019-01-06 01:51,-73.9693,40.7790,39.90,null,null,0.00,10.00
NYC,2019-01-06 02:51,-73.9693,40.7790,39.90,null,null,0.00,10.00
NYC,2019-01-06 03:51,-73.9693,40.7790,41.00,null,null,0.00,10.00
NYC,2019-01-06 04:51,-73.9693,40.7790,42.10,null,null,0.00,10.00
NYC,2019-01-06 05:51,-73.9693,40.7790,44.10,null,null,0.00,10.00
NYC,2019-01-06 06:51,-73.9693,40.7790,44.10,null,null,0.00,10.00
NYC,2019-01-06 07:51,-73.9693,40.7790,44.10,null,null,0.00,10.00
NYC,2019-01-06 08:51,-73.9693,40.7790,45.00,null,null,0.00,10.00
NYC,2019-01-06 09:51,-73.9693,40.7790,46.00,null,null,0.00,10.00
NYC,2019-01-06 10:51,-73.9693,40.7790,48.00,null,null,T,10.00
NYC,2019-01-06 11:51,-73.9693,40.7790,46.90,null,null,0.00,10.00
NYC,2019-01-06 12:51,-73.9693,40.7790,48.00,null,null,0.00,10.00
NYC,2019-01-06 13:51,-73.9693,40.7790,48.00,null,null,0.00,10.00
NYC,2019-01-06 14:51,-73.9693,40.7790,46.00,null,null,0.00,10.00
NYC,2019-01-06 15:51,-73.9693,40.7790,45.00,null,null,0.00,10.00
NYC,2019-01-06 16:51,-73.9693,40.7790,43.00,null,null,0.00,10.00
NYC,2019-01-06 17:51,-73.9693,40.7790,39.90,null,null,0.00,10.00
NYC,2019-01-06 18:51,-73.9693,40.7790,37.90,null,null,0.00,10.00
NYC,2019-01-06 19:51,-73.9693,40.7790,37.00,null,null,0.00,10.00
NYC,2019-01-06 20:51,-73.9693,40.7790,35.10,null,null,0.00,10.00
NYC,2019-01-06 21:51,-73.9693,40.7790,33.10,null,null,0.00,10.00
NYC,2019-01-06 22:51,-73.9693,40.7790,32.00,null,null,0.00,10.00
NYC,2019-01-06 23:51,-73.9693,40.7790,30.90,null,null,0.00,10.00
NYC,2019-01-07 00:51,-73.9693,40.7790,30.00,null,null,0.00,10.00
NYC,2019-01-07 01:51,-73.9693,40.7790,28.90,null,null,0.00,10.00
NYC,2019-01-07 02:51,-73.9693,40.7790,28.90,null,null,0.00,10.00
NYC,2019-01-07 03:51,-73.9693,40.7790,28.00,null,null,0.00,10.00
NYC,2019-01-07 04:51,-73.9693,40.7790,27.00,null,null,0.00,10.00
NYC,2019-01-07 05:51,-73.9693,40.7790,26.10,null,null,0.00,10.00
NYC,2019-01-07 06:51,-73.9693,40.7790,25.00,null,null,0.00,10.00
NYC,2019-01-07 07:51,-73.9693,40.7790,25.00,null,null,0.00,10.00
NYC,2019-01-07 08:51,-73.9693,40.7790,25.00,null,null,0.00,10.00
NYC,2019-01-07 09:51,-73.9693,40.7790,27.00,null,null,0.00,10.00
NYC,2019-01-07 10:51,-73.9693,40.7790,27.00,null,null,0.00,10.00
NYC,2019-01-07 11:51,-73.9693,40.7790,28.00,null,null,0.00,10.00
NYC,2019-01-07 12:51,-73.9693,40.7790,30.00,null,null,0.00,10.00
NYC,2019-01-07 13:51,-73.9693,40.7790,30.00,null,null,0.00,10.00
NYC,2019-01-07 14:51,-73.9693,40.7790,30.00,null,null,0.00,10.00
NYC,2019-01-07 15:51,-73.9693,40.7790,30.00,null,null,0.00,10.00
NYC,2019-01-07 16:51,-73.9693,40.7790,30.90,null,null,0.00,10.00
NYC,2019-01-07 17:51,-73.9693,40.7790,30.90,null,null,0.00,10.00
NYC,2019-01-07 18:51,-73.9693,40.7790,32.00,null,null,0.00,10.00
NYC,2019-01-07 19:51,-73.9693,40.7790,32.00,null,null,0.00,10.00
NYC,2019-01-07 20:51,-73.9693,40.7790,32.00,null,null,0.00,10.00
NYC,2019-01-07 21:51,-73.9693,40.7790,33.10,null,null,0.00,10.00
NYC,2019-01-07 22:51,-73.9693,40.7790,33.10,null,null,0.00,10.00
NYC,2019-01-07 23:51,-73.9693,40.7790,34.00,null,null,0.00,10.00
NYC,2019-01-08 00:51,-73.9693,40.7790,35.10,null,null,0.00,10.00
NYC,2019-01-08 01:30,-73.9693,40.7790,36.00,null,null,0.00,10.00
NYC,2019-01-08 01:51,-73.9693,40.7790,35.10,null,null,0.00,10.00
NYC,2019-01-08 02:51,-73.9693,40.7790,37.00,null,null,0.00,10.00
NYC,2019-01-08 03:51,-73.9693,40.7790,36.00,null,null,0.51,8.00
NYC,2019-01-08 04:06,-73.9693,40.7790,37.00,null,null,0.25,5.00
NYC,2019-01-08 04:51,-73.9693,40.7790,37.90,null,null,0.51,6.00
NYC,2019-01-08 05:38,-73.9693,40.7790,39.00,null,null,0.51,10.00
NYC,2019-01-08 05:51,-73.9693,40.7790,39.00,null,null,0.51,8.00
NYC,2019-01-08 06:41,-73.9693,40.7790,39.90,null,null,0.25,5.00
NYC,2019-01-08 06:51,-73.9693,40.7790,39.90,null,null,0.25,5.00
NYC,2019-01-08 07:51,-73.9693,40.7790,41.00,null,null,0.00,5.00
NYC,2019-01-08 08:51,-73.9693,40.7790,42.10,null,null,0.00,6.00
NYC,2019-01-08 09:51,-73.9693,40.7790,44.10,null,null,0.00,6.00
NYC,2019-01-08 10:51,-73.9693,40.7790,42.10,null,null,0.00,5.00
NYC,2019-01-08 11:29,-73.9693,40.7790,41.00,null,null,0.00,4.00
NYC,2019-01-08 11:51,-73.9693,40.7790,41.00,null,null,0.00,4.00
NYC,2019-01-08 12:51,-73.9693,40.7790,42.10,null,null,0.00,4.00
NYC,2019-01-08 13:51,-73.9693,40.7790,43.00,null,null,0.00,4.00
NYC,2019-01-08 14:51,-73.9693,40.7790,43.00,null,null,0.00,4.00
NYC,2019-01-08 15:51,-73.9693,40.7790,44.10,null,null,0.00,4.00
NYC,2019-01-08 16:03,-73.9693,40.7790,43.00,null,null,0.00,4.00
NYC,2019-01-08 16:51,-73.9693,40.7790,42.10,null,null,0.00,4.00
NYC,2019-01-08 17:30,-73.9693,40.7790,42.10,null,null,0.00,4.00
NYC,2019-01-08 17:51,-73.9693,40.7790,42.10,null,null,0.00,4.00
NYC,2019-01-08 17:59,-73.9693,40.7790,42.10,null,null,0.00,4.00
NYC,2019-01-08 18:46,-73.9693,40.7790,42.80,null,null,0.00,3.00
NYC,2019-01-08 18:51,-73.9693,40.7790,42.10,null,null,0.00,3.00
NYC,2019-01-08 19:51,-73.9693,40.7790,43.00,null,null,0.00,6.00
NYC,2019-01-08 20:51,-73.9693,40.7790,44.10,null,null,0.00,8.00
NYC,2019-01-08 21:51,-73.9693,40.7790,44.10,null,null,0.00,9.00
NYC,2019-01-08 22:10,-73.9693,40.7790,45.00,null,null,0.00,8.00
NYC,2019-01-08 22:51,-73.9693,40.7790,45.00,null,null,0.00,6.00
NYC,2019-01-08 23:29,-73.9693,40.7790,42.10,null,null,0.51,2.00
NYC,2019-01-08 23:40,-73.9693,40.7790,42.10,null,null,1.27,1.25
NYC,2019-01-08 23:51,-73.9693,40.7790,42.10,null,null,2.03,1.50
NYC,2019-01-09 00:00,-73.9693,40.7790,42.10,null,null,0.51,2.00
NYC,2019-01-09 00:09,-73.9693,40.7790,42.10,null,null,1.02,1.50
NYC,2019-01-09 00:26,-73.9693,40.7790,43.00,null,null,1.27,2.50
NYC,2019-01-09 00:34,-73.9693,40.7790,43.00,null,null,1.52,3.00
NYC,2019-01-09 00:51,-73.9693,40.7790,42.10,null,null,1.78,4.00
NYC,2019-01-09 01:02,-73.9693,40.7790,42.10,null,null,0.25,4.00
NYC,2019-01-09 01:11,-73.9693,40.7790,43.00,null,null,0.25,6.00
NYC,2019-01-09 01:51,-73.9693,40.7790,43.00,null,null,0.25,8.00
NYC,2019-01-09 02:51,-73.9693,40.7790,42.10,null,null,0.00,10.00
NYC,2019-01-09 03:51,-73.9693,40.7790,43.00,null,null,0.00,10.00
NYC,2019-01-09 04:51,-73.9693,40.7790,42.10,null,null,0.00,10.00
NYC,2019-01-09 05:51,-73.9693,40.7790,42.10,null,null,0.00,10.00
NYC,2019-01-09 06:51,-73.9693,40.7790,42.10,null,null,0.00,10.00
NYC,2019-01-09 07:51,-73.9693,40.7790,42.10,null,null,0.00,10.00
NYC,2019-01-09 08:51,-73.9693,40.7790,42.10,null,null,0.00,10.00
NYC,2019-01-09 09:51,-73.9693,40.7790,43.00,null,null,0.00,10.00
NYC,2019-01-09 10:51,-73.9693,40.7790,44.10,null,null,0.00,10.00
NYC,2019-01-09 11:51,-73.9693,40.7790,44.10,null,null,0.00,10.00
NYC,2019-01-09 12:51,-73.9693,40.7790,44.10,null,null,0.00,10.00
NYC,2019-01-09 13:51,-73.9693,40.7790,44.10,null,null,0.00,10.00
NYC,2019-01-09 14:51,-73.9693,40.7790,44.10,null,null,0.00,10.00
NYC,2019-01-09 15:51,-73.9693,40.7790,43.00,null,null,0.00,10.00
NYC,2019-01-09 16:51,-73.9693,40.7790,41.00,null,null,0.00,10.00
NYC,2019-01-09 17:51,-73.9693,40.7790,39.90,null,null,0.00,10.00
NYC,2019-01-09 18:51,-73.9693,40.7790,39.00,null,null,0.00,10.00
NYC,2019-01-09 19:51,-73.9693,40.7790,37.00,null,null,0.00,10.00
NYC,2019-01-09 20:51,-73.9693,40.7790,36.00,null,null,0.00,10.00
NYC,2019-01-09 21:51,-73.9693,40.7790,35.10,null,null,0.00,10.00
NYC,2019-01-09 22:51,-73.9693,40.7790,34.00,null,null,0.00,10.00
NYC,2019-01-09 23:51,-73.9693,40.7790,34.00,null,null,0.00,10.00
NYC,2019-01-10 00:51,-73.9693,40.7790,34.00,null,null,0.00,10.00
NYC,2019-01-10 01:51,-73.9693,40.7790,33.10,null,null,0.00,10.00
NYC,2019-01-10 02:51,-73.9693,40.7790,33.10,null,null,0.00,10.00
NYC,2019-01-10 03:51,-73.9693,40.7790,32.00,null,null,0.00,10.00
NYC,2019-01-10 04:51,-73.9693,40.7790,30.90,null,null,0.00,10.00
NYC,2019-01-10 05:51,-73.9693,40.7790,32.00,null,null,0.00,10.00
NYC,2019-01-10 06:51,-73.9693,40.7790,32.00,null,null,0.00,10.00
NYC,2019-01-10 07:51,-73.9693,40.7790,32.00,null,null,0.00,10.00
NYC,2019-01-10 08:51,-73.9693,40.7790,32.00,null,null,0.00,10.00
NYC,2019-01-10 09:51,-73.9693,40.7790,33.10,null,null,0.00,10.00
NYC,2019-01-10 10:51,-73.9693,40.7790,33.10,null,null,0.00,10.00
NYC,2019-01-10 11:51,-73.9693,40.7790,32.00,null,null,0.00,10.00
NYC,2019-01-10 12:51,-73.9693,40.7790,32.00,null,null,0.00,10.00
NYC,2019-01-10 13:51,-73.9693,40.7790,33.10,null,null,0.00,10.00
NYC,2019-01-10 14:51,-73.9693,40.7790,33.10,null,null,0.00,10.00
NYC,2019-01-10 15:51,-73.9693,40.7790,33.10,null,null,0.00,10.00
NYC,2019-01-10 16:51,-73.9693,40.7790,32.00,null,null,0.00,10.00
NYC,2019-01-10 17:51,-73.9693,40.7790,32.00,null,null,0.00,10.00
NYC,2019-01-10 18:51,-73.9693,40.7790,30.90,null,null,0.00,10.00
NYC,2019-01-10 19:51,-73.9693,40.7790,30.90,null,null,0.00,10.00
NYC,2019-01-10 20:51,-73.9693,40.7790,30.00,null,null,0.00,10.00
NYC,2019-01-10 21:51,-73.9693,40.7790,30.00,null,null,0.00,10.00
NYC,2019-01-10 22:51,-73.9693,40.7790,28.90,null,null,0.00,10.00
NYC,2019-01-10 23:51,-73.9693,40.7790,28.00,null,null,0.00,10.00
NYC,2019-01-11 00:51,-73.9693,40.7790,28.00,null,null,0.00,10.00
NYC,2019-01-11 01:51,-73.9693,40.7790,27.00,null,null,0.00,10.00
NYC,2019-01-11 02:51,-73.9693,40.7790,26.10,null,null,0.00,10.00
NYC,2019-01-11 03:51,-73.9693,40.7790,25.00,null,null,0.00,10.00
NYC,2019-01-11 04:51,-73.9693,40.7790,25.00,null,null,0.00,10.00
NYC,2019-01-11 05:51,-73.9693,40.7790,24.10,null,null,0.00,10.00
